id,brand,model,date,year,display_size_inches,display_size_inches_scale,internal_memory_in_gb,internal_memory_in_gb_scale,primary_camera_mega_pixel,primary_camera_mega_pixel_scale,primary_camera,loud_speaker,gps,colors,approx_price_eur,approx_price_eur_scale,battery_mah,battery_mah_scale,ram_in_gb,ram_in_gb_scale,weight_g,weight_g_scale,cluster,cluster_scale
T-Mobile G2x,T-Mobile,G2x,2011-04-01,2011.0,4.0,0.8843239260162631,8.0,0.4514068511246051,8.0,0.30038715933492566,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Dark Ale,350.0,1.6354914081600433,1500.0,0.3503240275888928,0.4980544747081712,-0.05527201743647646,141.8,0.3780936586406329,1,0.0
T-Mobile Move,T-Mobile,Move,2011-06-01,2011.0,2.8,-0.1995643992887656,0.1459143968871595,-0.4482642023101629,2.0,-0.9682871002025255,2 MP,Yes,Yes with A-GPS,Red| Black| Pink,,,1300.0,0.0022210610156775004,0.4980544747081712,-0.05527201743647646,120.0,0.006989793402797631,1,0.0
T-Mobile Move Balance,T-Mobile,Move Balance,2011-12-01,2011.0,3.7,0.6133518446900061,4.0,-0.006785788425031491,5.0,-0.3339499704337999,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,100.0,-0.21026288542602584,2000.0,1.2205814440219311,0.4980544747081712,-0.05527201743647646,142.0,0.3814982812574935,1,0.0
T-Mobile Sidekick 4G,T-Mobile,Sidekick 4G,2011-04-01,2011.0,3.5,0.4327037904725012,1.0,-0.35043026808725897,15.0,1.7805071287952854,3.15 MP| autofocus,Yes,Yes with A-GPS,Matte black| Pearl magenta,310.0,1.3401707211862723,1500.0,0.3503240275888928,0.4980544747081712,-0.05527201743647646,162.0,0.7219605429435807,1,0.0
T-Mobile Vairy Text II,T-Mobile,Vairy Text II,2011-01-01,2011.0,2.4,-0.560860507723775,0.0680933852140077,-0.457178455997899,2.0,-0.9682871002025255,2 MP,Yes,No,Black,,,850.0,-0.7810106137740569,,,105.0,-0.24835690286176776,1,0.0
T-Mobile Vivacity,T-Mobile,Vivacity,2011-11-01,2011.0,3.5,0.4327037904725012,0.4980544747081712,-0.40792720437315694,5.0,-0.3339499704337999,5 MP| LED flash,Yes,Yes with A-GPS,Black,170.0,0.30654831677807354,1500.0,0.3503240275888928,,,118.0,-0.027056432765811086,1,0.0
T-Mobile myTouch,T-Mobile,myTouch,2011-11-01,2011.0,3.8,0.7036758717987581,2.0,-0.23588210819984978,5.0,-0.3339499704337999,5 MP| autofocus,Yes,Yes with A-GPS,Black| White,190.0,0.45420866026495904,1500.0,0.3503240275888928,0.4980544747081712,-0.05527201743647646,108.0,-0.1972875636088547,1,0.0
T-Mobile myTouch 4G Slide,T-Mobile,myTouch 4G Slide,2011-07-01,2011.0,3.7,0.6133518446900061,4.0,-0.006785788425031491,8.0,0.30038715933492566,8 MP| autofocus| dual-LED flash,Yes,Yes with A-GPS,White| Black,350.0,1.6354914081600433,1520.0,0.3851343242462143,0.7470817120622568,-0.03825609333691499,184.0,1.0964690307982767,1,0.0
T-Mobile myTouch Q,T-Mobile,myTouch Q,2011-11-01,2011.0,3.5,0.4327037904725012,2.0,-0.23588210819984978,5.0,-0.3339499704337999,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Gray| Violet,190.0,0.45420866026495904,1500.0,0.3503240275888928,0.4980544747081712,-0.05527201743647646,160.0,0.6879143167749721,1,0.0
Toshiba Windows Phone IS12T,Toshiba,Windows Phone IS12T,2011-09-01,2011.0,3.7,0.6133518446900061,32.0,3.200562688422425,2.0,-0.9682871002025255,13.2 MP| autofocus| LED flash,Yes,Yes with A-GPS,Citrus| Magenta| Black,590.0,3.4074155300026696,1460.0,0.2807034342742497,,,113.0,-0.11217199818733288,1,0.0
Unnecto Drift,Unnecto,Drift,2011-08-01,2011.0,2.4,-0.560860507723775,0.1245136186770428,-0.4507156220742903,3.0,-0.756841390279617,1.3 MP,Yes,No,Black| Yellow| Orange,,,800.0,-0.8680363554173607,,,80.0,-0.6739347299693768,1,0.0
Unnecto Eco,Unnecto,Eco,2011-08-01,2011.0,1.77,-1.129901878508915,0.0622568093385214,-0.4578470250244792,,,VGA,Yes,No,Black/Red| White/Blue| Black/Grey| Blue/Blue| White/Pink,,,1100.0,-0.3458819055575378,,,80.0,-0.6739347299693768,1,0.0
Unnecto Edge,Unnecto,Edge,2011-08-01,2011.0,2.2,-0.7415085619412796,0.1245136186770428,-0.4507156220742903,3.0,-0.756841390279617,1.3 MP,Yes,No,Black/Black| Black/Red,,,900.0,-0.6939848721307531,,,140.0,0.3474520550888848,1,0.0
Unnecto Pebble,Unnecto,Pebble,2011-08-01,2011.0,2.0,-0.9221566161587844,0.0622568093385214,-0.4578470250244792,3.0,-0.756841390279617,1.3 MP,Yes,No,Black/Black| Black/Pink| White/Blue,,,800.0,-0.8680363554173607,,,100.0,-0.3334724682832896,1,0.0
Unnecto Shell,Unnecto,Shell,2011-08-01,2011.0,2.2,-0.7415085619412796,0.1245136186770428,-0.4507156220742903,3.0,-0.756841390279617,1.3 MP,Yes,No,Black| Silver,,,1000.0,-0.5199333888441454,,,240.0,2.049763363519321,1,0.0
Unnecto Tap,Unnecto,Tap,2011-08-01,2011.0,2.8,-0.1995643992887656,0.2490272373540856,-0.4364528161739125,3.0,-0.756841390279617,1.3 MP,Yes,No,White/Blue,,,950.0,-0.6069591304874493,0.0622568093385214,-0.08504988461070903,90.0,-0.5037035991263331,1,0.0
Vertu Constellation,Vertu,Constellation,2011-10-01,2011.0,3.5,0.4327037904725012,,,8.0,0.30038715933492566,8 MP| fixed focus| dual-LED flash,Yes,Yes with A-GPS,Stain/Polished stainless steel| brown/black/pink leather or black alligator skin,2330.0,16.25386541336171,1200.0,-0.17183042227093015,,,164.0,0.7560067691121894,1,0.0
Yezz Andy YZ1100,Yezz,Andy YZ1100,2011-11-01,2011.0,3.2,0.1617317091462442,0.4980544747081712,-0.40792720437315694,2.0,-0.9682871002025255,2 MP,Yes,Yes with A-GPS,Blue| Purple| White| Black,,,1100.0,-0.3458819055575378,0.1245136186770428,-0.08079590358581866,71.0,-0.827142747728116,1,0.0
Yezz Bonito YZ500,Yezz,Bonito YZ500,2011-11-01,2011.0,2.0,-0.9221566161587844,0.1245136186770428,-0.4507156220742903,3.0,-0.756841390279617,1.3 MP,Yes,No,Blue| Gray| Pink| Red| Violet,,,800.0,-0.8680363554173607,0.0622568093385214,-0.08504988461070903,65.0,-0.9292814262339422,1,0.0
Yezz Bono 3G YZ700,Yezz,Bono 3G YZ700,2011-11-01,2011.0,2.0,-0.9221566161587844,0.1245136186770428,-0.4507156220742903,3.0,-0.756841390279617,1.3 MP,Yes,No,Red| Blue| Purple| Black| White,,,1000.0,-0.5199333888441454,0.0622568093385214,-0.08504988461070903,68.0,-0.878212086981029,1,0.0
Yezz Chico YZ200,Yezz,Chico YZ200,2011-11-01,2011.0,1.4,-1.4641007788112987,0.0155642023346303,-0.46319557723712085,,,,Yes,No,Gray| Blue| Pink| Red,,,350.0,-1.6512680302070952,,,50.0,-1.1846281224985076,1,0.0
Yezz Clasico YZ300,Yezz,Clasico YZ300,2011-11-01,2011.0,1.8,-1.1028046703762893,0.0622568093385214,-0.4578470250244792,3.0,-0.756841390279617,1.3 MP,Yes,No,Red| Blue| Gray| Silver,,,800.0,-0.8680363554173607,,,50.0,-1.1846281224985076,1,0.0
Yezz Moda YZ600,Yezz,Moda YZ600,2011-11-01,2011.0,2.2,-0.7415085619412796,0.1245136186770428,-0.4507156220742903,2.0,-0.9682871002025255,2 MP,Yes,No,Black| White,,,1000.0,-0.5199333888441454,0.0622568093385214,-0.08504988461070903,63.0,-0.9633276524025508,1,0.0
Yezz Ritmo 2 YZ420,Yezz,Ritmo 2 YZ420,2011-07-01,2011.0,1.8,-1.1028046703762893,,,,,VGA,Yes,No,Blue| Gray| Purple| White,,,700.0,-1.0420878387039685,0.0311284046692607,-0.08717687512315422,55.0,-1.0995125570769857,1,0.0
Yezz Ritmo 3 TV YZ433,Yezz,Ritmo 3 TV YZ433,2011-07-01,2011.0,2.0,-0.9221566161587844,0.0622568093385214,-0.4578470250244792,3.0,-0.756841390279617,1.3 MP,Yes,No,Black| Blue| Silver| White,,,700.0,-1.0420878387039685,0.0311284046692607,-0.08717687512315422,55.0,-1.0995125570769857,1,0.0
Yezz Ritmo YZ400,Yezz,Ritmo YZ400,2011-11-01,2011.0,1.8,-1.1028046703762893,0.0622568093385214,-0.4578470250244792,3.0,-0.756841390279617,1.3 MP,Yes,No,Blue| Gray| Pink| Red| Violet,,,800.0,-0.8680363554173607,0.0311284046692607,-0.08717687512315422,55.0,-1.0995125570769857,1,0.0
Yezz Zenior YZ888,Yezz,Zenior YZ888,2011-11-01,2011.0,1.8,-1.1028046703762893,0.0622568093385214,-0.4578470250244792,,,Yes,Yes,No,Black| Gold| Gray| Red,,,1000.0,-0.5199333888441454,,,70.0,-0.8441658608124203,1,0.0
ZTE Avail,ZTE,Avail,2011-12-01,2011.0,3.5,0.4327037904725012,0.4980544747081712,-0.40792720437315694,5.0,-0.3339499704337999,5 MP| autofocus,Yes,Yes,Black,330.0,1.4878310646731578,1800.0,0.8724784774487158,0.4980544747081712,-0.05527201743647646,127.0,0.12615158499292814,1,0.0
ZTE Chorus,ZTE,Chorus,2011-11-01,2011.0,3.2,0.1617317091462442,0.4980544747081712,-0.40792720437315694,2.0,-0.9682871002025255,2 MP,Yes with stereo speakers,Yes,Black,80.0,-0.3579232289129114,1000.0,-0.5199333888441454,0.2490272373540856,-0.07228794153603793,105.0,-0.24835690286176776,1,0.0
ZTE FTV Phone,ZTE,FTV Phone,2011-12-01,2011.0,3.5,0.4327037904725012,0.4980544747081712,-0.40792720437315694,15.0,1.7805071287952854,3.15 MP| autofocus,Yes,Yes with A-GPS,White| Black| Gold,,,1250.0,-0.08480468062762632,0.4980544747081712,-0.05527201743647646,110.0,-0.16324133744024596,1,0.0
ZTE Light Tab V9C,ZTE,Light Tab V9C,2011-12-01,2011.0,7.0,3.5940447392788344,0.4980544747081712,-0.40792720437315694,2.0,-0.9682871002025255,2 MP,Yes,Yes with A-GPS,Black,,,3400.0,3.657302210034438,0.4980544747081712,-0.05527201743647646,389.0,4.5862072130806695,1,0.0
ZTE Memo,ZTE,Memo,2011-10-01,2011.0,2.4,-0.560860507723775,,,2.0,-0.9682871002025255,2 MP,Yes,Yes,Gray,,,1150.0,-0.258856163914234,,,111.0,-0.1462182243559416,1,0.0
ZTE N721,ZTE,N721,2011-01-01,2011.0,2.8,-0.1995643992887656,0.1459143968871595,-0.4482642023101629,2.0,-0.9682871002025255,2 MP,Yes,Yes with A-GPS,Black,,,1100.0,-0.3458819055575378,,,105.0,-0.24835690286176776,1,0.0
ZTE R228,ZTE,R228,2011-05-01,2011.0,2.0,-0.9221566161587844,0.0019455252918287,-0.46475557163247466,3.0,-0.756841390279617,1.3 MP,Yes,No,Black| Pink,,,700.0,-1.0420878387039685,,,67.0,-0.8952352000653334,1,0.0
ZTE R228 Dual SIM,ZTE,R228 Dual SIM,2011-05-01,2011.0,2.0,-0.9221566161587844,0.0019455252918287,-0.46475557163247466,3.0,-0.756841390279617,1.3 MP,Yes,No,Black| Pink,,,1000.0,-0.5199333888441454,,,80.0,-0.6739347299693768,1,0.0
ZTE Racer II,ZTE,Racer II,2011-09-01,2011.0,2.8,-0.1995643992887656,0.2490272373540856,-0.4364528161739125,15.0,1.7805071287952854,3.15 MP,Yes,Yes with A-GPS,Black,200.0,0.5280388320084018,1100.0,-0.3458819055575378,0.4980544747081712,-0.05527201743647646,100.0,-0.3334724682832896,1,0.0
ZTE Score,ZTE,Score,2011-09-01,2011.0,3.5,0.4327037904725012,0.4980544747081712,-0.40792720437315694,15.0,1.7805071287952854,3.15 MP,Yes,Yes with A-GPS,Black,90.0,-0.2840930571694686,1200.0,-0.17183042227093015,,,122.0,0.04103601957140635,1,0.0
ZTE Skate,ZTE,Skate,2011-09-01,2011.0,4.3,1.15529600734252,,,5.0,-0.3339499704337999,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,250.0,0.8971896907256157,1400.0,0.17627254430228514,0.4980544747081712,-0.05527201743647646,120.0,0.006989793402797631,1,0.0
ZTE V9,ZTE,V9,2011-03-01,2011.0,7.0,3.5940447392788344,0.4980544747081712,-0.40792720437315694,15.0,1.7805071287952854,3.15 MP,Yes,Yes with A-GPS,Black,170.0,0.30654831677807354,3400.0,3.657302210034438,0.4980544747081712,-0.05527201743647646,403.0,4.824530796260931,1,0.0
ZTE Warp,ZTE,Warp,2011-10-01,2011.0,4.3,1.15529600734252,4.0,-0.006785788425031491,5.0,-0.3339499704337999,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,,,1600.0,0.5243755108755005,0.4980544747081712,-0.05527201743647646,140.0,0.3474520550888848,1,0.0
alcatel OT-109,alcatel,OT-109,2011-09-01,2011.0,1.32,-1.5363600004983005,,,,,,Yes,No,Silver,,,500.0,-1.3901908052771836,,,65.0,-0.9292814262339422,1,0.0
alcatel OT-112,alcatel,OT-112,2011-09-01,2011.0,1.32,-1.5363600004983005,,,,,,Yes,No,Black| Deep red| Gray blue,,,500.0,-1.3901908052771836,,,67.0,-0.8952352000653334,1,0.0
alcatel OT-113,alcatel,OT-113,2011-09-01,2011.0,1.32,-1.5363600004983005,,,,,,Yes,No,Black| Deep red| Gray blue,,,500.0,-1.3901908052771836,,,67.0,-0.8952352000653334,1,0.0
alcatel OT-209,alcatel,OT-209,2011-07-01,2011.0,1.45,-1.4189387652569225,,,,,,Yes,No,Dark Grey| Deep Red,,,500.0,-1.3901908052771836,,,68.0,-0.878212086981029,1,0.0
alcatel OT-213,alcatel,OT-213,2011-09-01,2011.0,1.45,-1.4189387652569225,,,,,,Yes,No,Black| Red,,,500.0,-1.3901908052771836,,,66.0,-0.9122583131496378,1,0.0
alcatel OT-217,alcatel,OT-217,2011-08-01,2011.0,1.45,-1.4189387652569225,,,,,,Yes,No,Black| Red,30.0,-0.7270740876301253,500.0,-1.3901908052771836,,,62.0,-0.9803507654868552,1,0.0
alcatel OT-306,alcatel,OT-306,2011-09-01,2011.0,1.45,-1.4189387652569225,0.0019455252918287,-0.46475557163247466,,,VGA,Yes,No,Black| Cherry red| Pure white,,,500.0,-1.3901908052771836,,,80.0,-0.6739347299693768,1,0.0
alcatel OT-665,alcatel,OT-665,2011-09-01,2011.0,1.77,-1.129901878508915,0.0019455252918287,-0.46475557163247466,2.0,-0.9682871002025255,2 MP,Yes,No,White| Red| Dark blue,,,650.0,-1.1291135803472723,,,77.0,-0.7250040692222898,1,0.0
alcatel OT-799 Play,alcatel,OT-799 Play,2011-09-01,2011.0,2.4,-0.560860507723775,0.0680933852140077,-0.457178455997899,2.0,-0.9682871002025255,2 MP,Yes,No,Black/red| Cherry/red,,,850.0,-0.7810106137740569,,,100.6,-0.32325860043270704,1,0.0
alcatel OT-810,alcatel,OT-810,2011-10-01,2011.0,2.4,-0.560860507723775,0.0486381322957198,-0.45940701941983303,2.0,-0.9682871002025255,2 MP,Yes,No,Mystery pink| Light chrome,,,850.0,-0.7810106137740569,,,93.8,-0.43901576940597664,1,0.0
alcatel OT-810D,alcatel,OT-810D,2011-01-01,2011.0,2.4,-0.560860507723775,0.0680933852140077,-0.457178455997899,2.0,-0.9682871002025255,2 MP,Yes,No,Mystery pink| Light chrome,60.0,-0.5055835723997969,850.0,-0.7810106137740569,,,93.8,-0.43901576940597664,1,0.0
alcatel OT-890D,alcatel,OT-890D,2011-06-01,2011.0,2.8,-0.1995643992887656,0.1459143968871595,-0.4482642023101629,2.0,-0.9682871002025255,2 MP,Yes,Yes with A-GPS,Purple| Orange| Gray,,,1000.0,-0.5199333888441454,,,100.7,-0.3215562891242765,1,0.0
alcatel OT-891 Soul,alcatel,OT-891 Soul,2011-09-01,2011.0,2.8,-0.1995643992887656,0.1459143968871595,-0.4482642023101629,2.0,-0.9682871002025255,2 MP,Yes,Yes with A-GPS,Black,,,1000.0,-0.5199333888441454,,,100.0,-0.3334724682832896,1,0.0
alcatel OT-905,alcatel,OT-905,2011-05-01,2011.0,2.8,-0.1995643992887656,0.0486381322957198,-0.45940701941983303,2.0,-0.9682871002025255,2 MP,Yes,No,Black| Aubergine| Cyber blue,,,850.0,-0.7810106137740569,,,96.4,-0.39475567538678513,1,0.0
alcatel OT-906,alcatel,OT-906,2011-07-01,2011.0,2.8,-0.1995643992887656,0.1945525291828793,-0.44269279375532783,2.0,-0.9682871002025255,2 MP,Yes,Yes with A-GPS,Black| White| Pink,,,1150.0,-0.258856163914234,,,103.0,-0.28240312903037645,1,0.0
alcatel OT-918,alcatel,OT-918,2011-11-01,2011.0,3.2,0.1617317091462442,0.4980544747081712,-0.40792720437315694,15.0,1.7805071287952854,3.15 MP,Yes,Yes with A-GPS,Black| Aubergine| Cherry Red| Pure White,100.0,-0.21026288542602584,1300.0,0.0022210610156775004,0.2490272373540856,-0.07228794153603793,123.0,0.05805913265571071,1,0.0
alcatel OT-918D,alcatel,OT-918D,2011-12-01,2011.0,3.2,0.1617317091462442,0.4980544747081712,-0.40792720437315694,15.0,1.7805071287952854,3.15 MP,Yes,Yes with A-GPS,Black,130.0,0.011227629804302457,1300.0,0.0022210610156775004,0.2490272373540856,-0.07228794153603793,123.0,0.05805913265571071,1,0.0
iNQ Cloud Touch,iNQ,Cloud Touch,2011-04-01,2011.0,3.5,0.4327037904725012,0.4980544747081712,-0.40792720437315694,5.0,-0.3339499704337999,5 MP| autofocus,Yes,Yes with A-GPS,Black| White| Red,380.0,1.8569819233903717,1300.0,0.0022210610156775004,,,122.0,0.04103601957140635,1,0.0
verykool R13,verykool,R13,2011-01-01,2011.0,1.8,-1.1028046703762893,,,,,VGA,Yes,No,Blue| Violet| Green| Orange,,,800.0,-0.8680363554173607,,,73.7,-0.7811803424004942,1,0.0
verykool i285,verykool,i285,2011-06-01,2011.0,3.2,0.1617317091462442,0.0778210116731517,-0.456064174286932,2.0,-0.9682871002025255,2 MP,Yes with stereo speakers,No,Gray,,,1100.0,-0.3458819055575378,,,106.0,-0.2313337897774634,1,0.0
verykool i725,verykool,i725,2011-06-01,2011.0,3.0,-0.018916345071260686,0.0778210116731517,-0.456064174286932,2.0,-0.9682871002025255,2 MP,Yes,No,Black,,,700.0,-1.0420878387039685,,,106.0,-0.2313337897774634,1,0.0
verykool s810,verykool,s810,2011-01-01,2011.0,2.4,-0.560860507723775,0.0223735408560311,-0.46241558003944394,2.0,-0.9682871002025255,2 MP,Yes,No,Black,,,1000.0,-0.5199333888441454,,,101.6,-0.30623548734840267,1,0.0
Acer CloudMobile S500,Acer,CloudMobile S500,2012-09-01,2012.0,4.3,0.5849900562241924,8.0,0.11985333148243309,8.0,0.19628887579267126,8 MP| autofocus| LED flash| ,Yes,Yes with A-GPS,Black,220.0,0.6938240585268203,1460.0,-0.20737669101736345,1.0,0.6524033798396067,122.0,-0.11750937272351569,1,0.0
Acer Liquid Glow E330,Acer,Liquid Glow E330,2012-08-01,2012.0,3.7,0.07006304444624642,1.0,-0.558819049034915,5.0,-0.45679290584698196,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White| Pink,120.0,-0.357424514998665,1300.0,-0.4352885164987062,0.4980544747081712,-0.45325571240889395,125.0,-0.06509654037056589,1,0.0
Allview L4 Class,Allview,L4 Class,2012-11-01,2012.0,1.77,-1.5862855101061475,,,,,VGA,Yes,No,Black| White,20.0,-1.4086730885241503,800.0,-1.1475129711279024,,,84.6,-0.7709226827236232,1,0.0
Allview M6 Stark,Allview,M6 Stark,2012-02-01,2012.0,2.0,-1.3888968222579348,,,3.0,-0.8921807602734174,1.3 MP,Yes,No,Black| White,20.0,-1.4086730885241503,950.0,-0.9338456347391435,,,52.0,-1.3404754609590108,1,0.0
Allview P2 AllDro,Allview,P2 AllDro,2012-01-01,2012.0,3.5,-0.10157929281306916,0.4980544747081712,-0.6074842725406059,5.0,-0.45679290584698196,5 MP| autofocus,Yes,Yes with A-GPS,Black,80.0,-0.7779239444088591,1400.0,-0.292843625572867,0.2490272373540856,-1.001799758175592,124.6,-0.07208491801762597,1,0.0
Allview P3 AllDro,Allview,P3 AllDro,2012-01-01,2012.0,4.1,0.4133477189648768,0.4980544747081712,-0.6074842725406059,8.0,0.19628887579267126,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,100.0,-0.567674229703762,1900.0,0.4193808290563292,0.4980544747081712,-0.45325571240889395,135.5,0.11834837286475837,1,0.0
Allview P4 Duo,Allview,P4 Duo,2012-10-01,2012.0,4.3,0.5849900562241924,4.0,-0.26795945738462296,8.0,0.19628887579267126,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,180.0,0.2733246291166262,1600.0,-0.007953843721188528,0.4980544747081712,-0.45325571240889395,118.4,-0.18040477154705534,1,0.0
Allview P6 Stony,Allview,P6 Stony,2012-11-01,2012.0,4.65,0.8853641464279949,4.0,-0.26795945738462296,8.0,0.19628887579267126,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,200.0,0.4835743438217232,2100.0,0.7042706109080076,1.0,0.6524033798396067,131.3,0.04497040757062886,1,0.0
Apple iPhone 5,Apple,iPhone 5,2012-09-01,2012.0,4.0,0.32752655033521944,64.0,5.549232375621218,8.0,0.19628887579267126,8 MP| f/2.4| 33mm| autofocus| LED flash| ,Yes,Yes with A-GPS GLONASS,Black/Slate| White/Silver,340.0,1.9553223467574026,1440.0,-0.2358656692025313,1.0,0.6524033798396067,112.0,-0.292218813900015,1,0.0
Asus Google Nexus 7,,,2012-07-01,2012.0,7.0,2.902161609224951,8.0,0.11985333148243309,2.0,-1.1098746874866352,1.2 MP,"Yes, with stereo speakers",GPS,Black,150.0,-0.04204994294101941,4325.0,3.8736694340079305,1.0,0.6524033798396067,340.0,3.6911564449241694,1,0.0
Asus Google Nexus 7 Cellular,Asus,Google Nexus 7 Cellular,2012-11-01,2012.0,7.0,2.902161609224951,32.0,2.446730064684769,2.0,-1.1098746874866352,1.2 MP,Yes with stereo speakers,Yes,Black,230.0,0.7989489158793688,4325.0,3.8736694340079305,1.0,0.6524033798396067,347.0,3.8134530537477187,1,0.0
Asus Memo,,,2012-09-01,2012.0,7.0,2.902161609224951,16.0,0.895478909216545,5.0,-0.45679290584698196,"5 MP, AF",Yes,"GPS, A-GPS",Black,170.0,0.16819977176407763,4400.0,3.98050310220231,1.0,0.6524033798396067,389.0,4.547232706689016,1,0.0
BLU Dash,BLU,Dash,2012-03-01,2012.0,2.8,-0.7023274732206733,0.4980544747081712,-0.6074842725406059,2.0,-1.1098746874866352,2 MP,Yes,Yes,Black| Blue| White| Pink,70.0,-0.8830488017614077,1110.0,-0.7059338092578008,0.2490272373540856,-1.001799758175592,96.0,-0.5717539197824139,1,0.0
BLU Dash 3.2,BLU,Dash 3.2,2012-12-01,2012.0,3.2,-0.35904279870204214,0.4980544747081712,-0.6074842725406059,3.0,-0.8921807602734174,1.3 MP,Yes,Yes with A-GPS,Black| White| Pink| Blue,70.0,-0.8830488017614077,1280.0,-0.4637774946838741,0.2490272373540856,-1.001799758175592,105.0,-0.4145154227235645,1,0.0
BLU Dash 3.5,BLU,Dash 3.5,2012-09-01,2012.0,3.5,-0.10157929281306916,0.4980544747081712,-0.6074842725406059,15.0,1.7201463662851955,3.15 MP,Yes,Yes with A-GPS,Black| White,70.0,-0.8830488017614077,1300.0,-0.4352885164987062,0.2490272373540856,-1.001799758175592,110.0,-0.32716070213531484,1,0.0
BLU Elite 3.8,BLU,Elite 3.8,2012-08-01,2012.0,3.8,0.15588421307590383,1.0,-0.558819049034915,5.0,-0.45679290584698196,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,130.0,-0.25229965764611645,1600.0,-0.007953843721188528,0.4980544747081712,-0.45325571240889395,137.0,0.14455478904123326,1,0.0
BLU Jenny,BLU,Jenny,2012-06-01,2012.0,1.8,-1.5605391595172502,0.0155642023346303,-0.6542632470732079,,,VGA,Yes,No,White| Black| Red| Yellow| Blue,20.0,-1.4086730885241503,900.0,-1.005068080202063,0.0311284046692607,-1.4817757982214528,73.0,-0.9735856344883623,1,0.0
BLU Jenny TV,BLU,Jenny TV,2012-08-01,2012.0,2.4,-1.045612147739304,0.0311284046692607,-0.6527542478947369,,,VGA,Yes,No,White| Black| Red| Yellow| Blue,30.0,-1.3035482311716018,820.0,-1.1190239929427346,0.0311284046692607,-1.4817757982214528,88.0,-0.7115214727236133,1,0.0
BLU Neo,BLU,Neo,2012-03-01,2012.0,2.8,-0.7023274732206733,0.2490272373540856,-0.6316282593961424,2.0,-1.1098746874866352,2 MP,Yes,No,Black| Red| Blue| Silver,70.0,-0.8830488017614077,820.0,-1.1190239929427346,0.0622568093385214,-1.4132077925006155,120.0,-0.15245126095881556,1,0.0
BLU Neo Pro,BLU,Neo Pro,2012-03-01,2012.0,2.8,-0.7023274732206733,1.0,-0.558819049034915,15.0,1.7201463662851955,3.15 MP,Yes,No,Black| Red| Blue| Silver,,,900.0,-1.005068080202063,0.2490272373540856,-1.001799758175592,120.0,-0.15245126095881556,1,0.0
BLU Neo XT,BLU,Neo XT,2012-03-01,2012.0,3.0,-0.5306851359613577,1.0,-0.558819049034915,15.0,1.7201463662851955,3.15 MP| LED flash,Yes,No,Black,70.0,-0.8830488017614077,820.0,-1.1190239929427346,0.2490272373540856,-1.001799758175592,120.0,-0.15245126095881556,1,0.0
BLU Studio 5.3,BLU,Studio 5.3,2012-01-01,2012.0,5.3,1.4432017425207695,0.4980544747081712,-0.6074842725406059,5.0,-0.45679290584698196,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,170.0,0.16819977176407763,2500.0,1.2740501746113646,0.4980544747081712,-0.45325571240889395,192.0,1.1054567155119794,1,0.0
BLU Tank,BLU,Tank,2012-06-01,2012.0,1.8,-1.5605391595172502,0.0155642023346303,-0.6542632470732079,,,VGA,Yes,No,Electric Blue| Red| Yellow| White| All White| Pink,20.0,-1.4086730885241503,1800.0,0.27693593813048994,0.0311284046692607,-1.4817757982214528,92.0,-0.6416376962530136,1,0.0
BLU Touch Book 7.0 Plus,BLU,Touch Book 7.0 Plus,2012-10-01,2012.0,7.0,2.902161609224951,0.4980544747081712,-0.6074842725406059,15.0,1.7201463662851955,3.15 MP,Yes,Yes with A-GPS,Black,70.0,-0.8830488017614077,3500.0,2.698499083869757,0.4980544747081712,-0.45325571240889395,388.0,4.529761762571366,1,0.0
BLU Vivo 4.3,BLU,Vivo 4.3,2012-09-01,2012.0,4.3,0.5849900562241924,4.0,-0.26795945738462296,8.0,0.19628887579267126,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,170.0,0.16819977176407763,1600.0,-0.007953843721188528,0.4980544747081712,-0.45325571240889395,120.0,-0.15245126095881556,1,0.0
BlackBerry Curve 9220,BlackBerry,Curve 9220,2012-05-01,2012.0,2.44,-1.011283680287441,0.4980544747081712,-0.6074842725406059,2.0,-1.1098746874866352,2 MP,Yes,No,Black| Fuchsia Pink| Pure White| Teal Blue,80.0,-0.7779239444088591,1450.0,-0.22162118010994739,0.4980544747081712,-0.45325571240889395,102.0,-0.4669282550765143,1,0.0
BlackBerry Curve 9320,BlackBerry,Curve 9320,2012-05-01,2012.0,2.44,-1.011283680287441,0.4980544747081712,-0.6074842725406059,15.0,1.7201463662851955,3.15 MP| LED flash| ,Yes,Yes with A-GPS,Black| White,110.0,-0.4625493723512135,1450.0,-0.22162118010994739,0.4980544747081712,-0.45325571240889395,103.0,-0.4494573109588644,1,0.0
